,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1381,Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,12.5,1,4,1,25.0,0.32,0.08,0.25,1.0,9.8,0.0,0,0,1.1,1.1,0.28,-0.1,-0.1
1382,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25,1997,36.7,0,14,0,0.0,0.38,0.0,0.0,,10.1,0.0,0,0,1.3,1.3,0.1,-1.3,-1.3
1383,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,27,1995,31.2,5,27,11,40.7,0.87,0.35,0.15,0.36,26.0,3.0,1,1,2.2,1.4,0.05,2.8,2.6
1384,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,26,1995,8.1,0,4,0,0.0,0.49,0.0,0.0,,6.3,0.0,0,0,0.7,0.7,0.17,-0.7,-0.7
1385,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,22,2000,4.7,1,1,1,100.0,0.21,0.21,1.0,1.0,10.0,0.0,0,0,0.1,0.1,0.09,0.9,0.9
1386,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,22,2000,16.0,0,10,2,20.0,0.62,0.12,0.0,0.0,16.6,1.0,0,0,0.6,0.6,0.06,-0.6,-0.6
1387,Simon Kjær,dk DEN,DF,Milan,it Serie A,33,1989,11.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1388,Pascal Klemens,de GER,DF,Hertha BSC,de Bundesliga,17,2005,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1389,Mateusz Klich,pl POL,"MF,FW",Leeds United,eng Premier League,32,1990,3.1,0,4,1,25.0,1.29,0.32,0.0,0.0,21.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
1390,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26,1996,10.1,0,6,1,16.7,0.6,0.1,0.0,0.0,17.9,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3
1391,Justin Kluivert,nl NED,"FW,MF",Valencia,es La Liga,23,1999,16.1,6,43,15,34.9,2.67,0.93,0.12,0.33,18.1,2.0,1,1,6.6,5.9,0.14,-0.6,-0.9
1392,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,20,2002,14.3,1,15,7,46.7,1.05,0.49,0.07,0.14,19.7,0.0,0,0,0.9,0.9,0.06,0.1,0.1
1393,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30,1992,31.9,2,8,1,12.5,0.25,0.03,0.13,1.0,16.0,0.0,1,2,2.4,0.8,0.1,-0.4,0.2
1394,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,27.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1395,Robin Koch,de GER,DF,Leeds United,eng Premier League,26,1996,35.3,0,17,4,23.5,0.48,0.11,0.0,0.0,11.1,0.0,0,0,1.5,1.5,0.09,-1.5,-1.5
1396,Samuel Koeberlé,fr FRA,MF,Reims,fr Ligue 1,17,2004,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1397,Rudy Kohon,fr FRA,DF,Troyes,fr Ligue 1,18,2004,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1398,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,28,1994,25.5,3,39,8,20.5,1.53,0.31,0.08,0.38,20.5,0.0,0,0,2.3,2.3,0.06,0.7,0.7
1399,Koke,es ESP,MF,Atlético Madrid,es La Liga,30,1992,28.3,0,16,1,6.3,0.57,0.04,0.0,0.0,22.9,0.0,0,0,0.8,0.8,0.05,-0.8,-0.8
1400,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29,1993,24.6,4,22,9,40.9,0.89,0.37,0.18,0.44,9.7,0.0,0,0,4.1,4.1,0.19,-0.1,-0.1
1401,Luca Koleosho,it ITA,"FW,DF",Espanyol,es La Liga,17,2004,0.7,1,1,1,100.0,1.53,1.53,1.0,1.0,20.6,0.0,0,0,0.0,0.0,0.03,1.0,1.0
1402,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,23,1998,29.2,15,75,30,40.0,2.57,1.03,0.17,0.43,13.0,0.0,2,2,13.2,11.6,0.16,1.8,1.4
1403,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,30,1991,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1404,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,18,2004,6.4,0,3,0,0.0,0.47,0.0,0.0,,26.5,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4
1405,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23,1999,17.2,0,11,3,27.3,0.64,0.17,0.0,0.0,9.7,0.0,0,0,1.2,1.2,0.11,-1.2,-1.2
1406,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,29,1993,11.2,0,11,0,0.0,0.98,0.0,0.0,,19.7,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7
1407,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23,1999,17.5,7,28,13,46.4,1.6,0.74,0.18,0.38,16.1,0.0,2,3,5.6,3.2,0.12,1.4,1.8
1408,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,21,2001,29.0,1,26,14,53.8,0.9,0.48,0.04,0.07,25.1,0.0,0,0,1.2,1.2,0.05,-0.2,-0.2
1409,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27,1995,10.2,0,1,1,100.0,0.1,0.1,0.0,0.0,27.6,0.0,0,0,0.0,0.0,0.04,0.0,0.0
1410,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,24,1997,36.9,0,8,0,0.0,0.22,0.0,0.0,,8.0,0.0,0,0,1.1,1.1,0.13,-1.1,-1.1
1411,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,24,1998,31.8,10,55,23,41.8,1.73,0.72,0.15,0.35,21.9,6.0,2,4,7.6,4.3,0.08,2.4,3.7
1412,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,21,2001,16.9,0,3,0,0.0,0.18,0.0,0.0,,23.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
1413,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,29,1992,28.5,3,37,11,29.7,1.3,0.39,0.08,0.27,19.6,0.0,0,0,2.4,2.4,0.06,0.6,0.6
1414,Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,29,1992,0.8,0,1,0,0.0,1.22,0.0,0.0,,21.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0
1415,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,24,1997,20.7,4,42,13,31.0,2.03,0.63,0.1,0.31,13.8,1.0,0,0,5.3,5.3,0.13,-1.3,-1.3
1416,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,25,1996,29.6,1,24,5,20.8,0.81,0.17,0.04,0.2,20.3,0.0,0,0,1.4,1.4,0.06,-0.4,-0.4
1417,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,29,1992,11.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1418,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31,1991,20.0,2,11,4,36.4,0.55,0.2,0.18,0.5,12.0,0.0,0,0,0.9,0.9,0.09,1.1,1.1
1419,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,23,1998,27.0,1,14,1,7.1,0.52,0.04,0.07,1.0,14.3,0.0,0,0,1.1,1.1,0.08,-0.1,-0.1
1420,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25,1997,14.0,0,11,3,27.3,0.79,0.21,0.0,0.0,11.5,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7
1421,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,32,1989,9.8,1,6,5,83.3,0.61,0.51,0.17,0.2,19.4,0.0,0,0,0.4,0.4,0.06,0.6,0.6
1422,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28,1994,19.0,1,23,1,4.3,1.21,0.05,0.04,1.0,22.1,0.0,0,0,1.8,1.8,0.08,-0.8,-0.8
1423,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,26,1996,6.1,0,11,1,9.1,1.81,0.16,0.0,0.0,15.4,1.0,0,0,1.6,1.6,0.15,-1.6,-1.6
1424,Soichiro Kozuki,jp JPN,"FW,MF",Schalke 04,de Bundesliga,21,2000,4.2,1,14,6,42.9,3.32,1.42,0.07,0.17,18.9,0.0,0,0,1.1,1.1,0.08,-0.1,-0.1
1425,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,27,1994,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1426,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24,1998,26.2,0,32,2,6.3,1.22,0.08,0.0,0.0,20.1,0.0,0,0,1.5,1.5,0.05,-1.5,-1.5
1427,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,31,1991,26.5,12,57,21,36.8,2.15,0.79,0.14,0.38,18.0,4.0,4,6,13.2,8.5,0.15,-1.2,-0.5
1428,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,31,1991,24.7,0,6,1,16.7,0.24,0.04,0.0,0.0,22.1,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
1429,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21,2001,27.9,2,25,9,36.0,0.89,0.32,0.08,0.22,19.3,0.0,0,0,2.2,2.2,0.09,-0.2,-0.2
1430,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25,1997,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1431,Raimonds Krollis,lv LVA,"FW,DF",Spezia,it Serie A,20,2001,0.4,0,2,1,50.0,5.0,2.5,0.0,0.0,18.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
1432,Toni Kroos,de GER,MF,Real Madrid,es La Liga,32,1990,23.9,2,31,11,35.5,1.29,0.46,0.06,0.18,25.4,5.0,0,0,1.4,1.4,0.05,0.6,0.6
1433,Rade Krunić,ba BIH,MF,Milan,it Serie A,28,1993,18.4,0,14,2,14.3,0.76,0.11,0.0,0.0,14.9,0.0,0,0,1.1,1.1,0.08,-1.1,-1.1
1434,Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,34,1988,3.0,0,9,2,22.2,2.98,0.66,0.0,0.0,13.9,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7
1435,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,29,1992,18.2,2,9,4,44.4,0.49,0.22,0.22,0.5,12.2,0.0,0,0,0.9,0.9,0.1,1.1,1.1
1436,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,21,2001,27.1,9,72,30,41.7,2.66,1.11,0.13,0.3,17.8,3.0,0,0,5.7,5.7,0.08,3.3,3.3
1437,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,22,2000,23.0,2,43,10,23.3,1.87,0.44,0.05,0.2,17.6,0.0,0,0,2.6,2.6,0.06,-0.6,-0.6
1438,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,17,2005,14.7,0,9,2,22.2,0.61,0.14,0.0,0.0,21.9,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
1439,Marash Kumbulla,al ALB,DF,Roma,it Serie A,22,2000,2.9,0,1,0,0.0,0.35,0.0,0.0,,13.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0
1440,Pierre Kunde,cm CMR,"MF,FW",Bochum,de Bundesliga,27,1995,4.2,1,4,1,25.0,0.95,0.24,0.25,1.0,24.7,0.0,0,0,0.3,0.3,0.08,0.7,0.7
1441,Alou Kuol,au AUS,FW,Stuttgart,de Bundesliga,21,2000,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1442,Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,29,1992,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1443,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,21,2001,28.0,12,83,30,36.1,2.97,1.07,0.12,0.33,19.1,3.0,2,2,8.2,6.6,0.08,3.8,3.4
1444,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,26,1995,24.8,10,54,19,35.2,2.18,0.77,0.11,0.32,17.5,0.0,4,6,11.7,7.0,0.13,-1.7,-1.0
1445,Daniel Kyereh,gh GHA,"MF,FW",Freiburg,de Bundesliga,26,1996,6.2,2,11,5,45.5,1.77,0.81,0.18,0.4,14.9,0.0,0,0,2.2,2.2,0.2,-0.2,-0.2
1446,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Bologna,it Serie A,26,1996,7.8,0,7,3,42.9,0.89,0.38,0.0,0.0,19.5,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
1447,Giorgos Kyriakopoulos,gr GRE,"FW,DF",Sassuolo,it Serie A,26,1996,8.5,1,13,4,30.8,1.53,0.47,0.08,0.25,15.4,0.0,0,0,1.1,1.1,0.08,-0.1,-0.1
1448,César de la Hoz,es ESP,MF,Almería,es La Liga,30,1992,18.6,1,7,1,14.3,0.38,0.05,0.14,1.0,20.7,0.0,0,0,0.4,0.4,0.06,0.6,0.6
1449,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24,1998,16.5,0,17,3,17.6,1.03,0.18,0.0,0.0,19.7,0.0,0,0,1.1,1.1,0.06,-1.1,-1.1
1450,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,19,2003,1.4,0,3,1,33.3,2.2,0.73,0.0,0.0,15.9,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4
1451,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,28,1994,27.8,13,74,39,52.7,2.66,1.4,0.18,0.33,15.7,1.0,0,1,11.8,11.0,0.15,1.2,2.0
1452,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28,1994,2.8,2,11,6,54.5,3.98,2.17,0.18,0.33,13.2,0.0,0,0,1.7,1.7,0.16,0.3,0.3
1453,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31,1991,32.5,27,107,47,43.9,3.29,1.44,0.2,0.45,14.4,8.0,6,8,24.1,17.8,0.17,2.9,3.2
1454,Qazim Laçi,al ALB,MF,Ajaccio,fr Ligue 1,26,1996,2.4,0,4,0,0.0,1.7,0.0,0.0,,30.4,1.0,0,0,0.2,0.2,0.04,-0.2,-0.2
1455,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22,2000,18.1,1,4,1,25.0,0.22,0.06,0.25,1.0,8.6,0.0,0,0,0.5,0.5,0.13,0.5,0.5
1456,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,23,1999,37.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1457,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,25,1996,9.7,2,6,2,33.3,0.62,0.21,0.33,1.0,16.4,0.0,0,0,0.8,0.8,0.14,1.2,1.2
1458,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25,1997,16.3,3,20,10,50.0,1.23,0.61,0.15,0.3,19.9,0.0,0,0,2.4,2.4,0.12,0.6,0.6
1459,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,29,1992,9.1,0,6,4,66.7,0.66,0.44,0.0,0.0,13.1,0.0,0,0,0.8,0.8,0.13,-0.8,-0.8
1460,Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,30,1991,15.7,0,12,3,25.0,0.76,0.19,0.0,0.0,25.6,2.0,0,0,0.4,0.4,0.03,-0.4,-0.4
1461,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,34,1988,8.0,2,8,5,62.5,1.0,0.62,0.25,0.4,13.3,0.0,0,0,0.9,0.9,0.11,1.1,1.1
1462,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,32,1990,7.0,0,6,0,0.0,0.86,0.0,0.0,,11.8,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4
1463,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,30,1992,20.5,6,47,23,48.9,2.29,1.12,0.13,0.26,15.0,2.0,0,0,5.3,5.3,0.11,0.7,0.7
1464,Mohamed Lamine Bayo,gn GUI,"FW,MF",Lille,fr Ligue 1,24,1998,7.2,4,22,10,45.5,3.04,1.38,0.18,0.4,10.4,0.0,0,0,3.2,3.2,0.15,0.8,0.8
1465,Sam Lammers,nl NED,FW,Sampdoria,it Serie A,25,1997,12.2,1,23,8,34.8,1.88,0.65,0.04,0.13,11.6,0.0,0,0,2.5,2.5,0.11,-1.5,-1.5
1466,Sam Lammers,nl NED,FW,Empoli,it Serie A,25,1997,9.8,1,28,7,25.0,2.85,0.71,0.04,0.14,15.5,0.0,0,0,2.3,2.3,0.08,-1.3,-1.3
1467,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,21,2000,5.0,0,5,0,0.0,0.99,0.0,0.0,,20.1,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
1468,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,29,1993,2.8,1,3,1,33.3,1.07,0.36,0.33,1.0,23.1,0.0,0,0,0.5,0.5,0.18,0.5,0.5
1469,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28,1994,11.0,0,10,1,10.0,0.91,0.09,0.0,0.0,14.9,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
1470,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,28,1993,18.4,0,6,2,33.3,0.33,0.11,0.0,0.0,14.8,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
1471,Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27,1995,16.3,8,49,17,34.7,3.0,1.04,0.12,0.35,14.1,0.0,2,2,7.5,5.9,0.12,0.5,0.1
1472,Juan Larios,es ESP,DF,Southampton,eng Premier League,18,2004,1.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1473,Yasser Larouci,fr FRA,"DF,MF",Troyes,fr Ligue 1,21,2001,20.0,1,10,4,40.0,0.5,0.2,0.1,0.25,20.6,0.0,0,0,0.5,0.5,0.05,0.5,0.5
1474,Jordan Larsson,se SWE,"FW,MF",Schalke 04,de Bundesliga,25,1997,5.1,0,10,0,0.0,1.94,0.0,0.0,,16.7,0.0,0,0,1.2,1.2,0.12,-1.2,-1.2
1475,Kevin Lasagna,it ITA,"FW,MF",Hellas Verona,it Serie A,29,1992,17.5,1,52,11,21.2,2.98,0.63,0.02,0.09,18.2,0.0,0,0,6.0,6.0,0.12,-5.0,-5.0
1476,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,28,1993,2.4,0,2,0,0.0,0.83,0.0,0.0,,9.7,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
1477,Latasa,es ESP,FW,Getafe,es La Liga,21,2001,5.0,1,15,4,26.7,3.01,0.8,0.07,0.25,16.1,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1
1478,Toni Lato,es ESP,"DF,MF",Valencia,es La Liga,24,1997,10.2,1,9,1,11.1,0.89,0.1,0.11,1.0,17.3,1.0,0,0,0.8,0.8,0.09,0.2,0.2
1479,Danny Latza,de GER,MF,Schalke 04,de Bundesliga,32,1989,9.5,0,16,2,12.5,1.69,0.21,0.0,0.0,19.0,1.0,0,0,0.9,0.9,0.06,-0.9,-0.9
1480,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,23,1998,24.2,7,55,21,38.2,2.28,0.87,0.11,0.29,20.4,10.0,1,1,4.7,3.9,0.07,2.3,2.1
1481,Armand Lauriente,fr FRA,FW,Lorient,fr Ligue 1,23,1998,3.0,1,14,5,35.7,4.74,1.69,0.07,0.2,18.2,2.0,0,0,1.8,1.8,0.13,-0.8,-0.8
1482,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,18,2004,24.7,1,12,3,25.0,0.49,0.12,0.08,0.33,27.0,0.0,0,0,0.4,0.4,0.03,0.6,0.6
1483,Lázaro,br BRA,"FW,MF",Almería,es La Liga,20,2002,8.0,6,25,12,48.0,3.14,1.51,0.24,0.5,15.0,0.0,0,0,4.0,4.0,0.16,2.0,2.0
1484,Valentino Lazaro,at AUT,DF,Torino,it Serie A,26,1996,15.3,0,7,2,28.6,0.46,0.13,0.0,0.0,14.0,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
1485,Marko Lazetić,rs SRB,FW,Milan,it Serie A,18,2004,0.1,0,1,0,0.0,10.0,0.0,0.0,,13.2,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
1486,Darko Lazović,rs SRB,"MF,DF",Hellas Verona,it Serie A,31,1990,24.9,4,43,14,32.6,1.73,0.56,0.09,0.29,18.8,4.0,0,0,3.6,3.6,0.08,0.4,0.4
1487,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,28,1993,20.9,0,6,2,33.3,0.29,0.1,0.0,0.0,17.7,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
1488,Théo Le Bris,fr FRA,"MF,DF",Lorient,fr Ligue 1,19,2002,16.1,2,10,4,40.0,0.62,0.25,0.2,0.5,14.0,0.0,0,0,1.1,1.1,0.11,0.9,0.9
1489,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,24,1997,1.8,0,5,2,40.0,2.73,1.09,0.0,0.0,9.6,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6
1490,Jérémy Le Douaron,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1998,23.0,10,55,23,41.8,2.39,1.0,0.18,0.43,11.1,0.0,0,0,8.4,8.4,0.16,1.6,1.6
1491,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,22,2000,33.6,5,45,18,40.0,1.34,0.54,0.11,0.28,23.4,8.0,0,0,3.5,3.5,0.08,1.5,1.5
1492,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,32,1989,37.0,0,17,6,35.3,0.46,0.16,0.0,0.0,18.3,0.0,0,0,1.2,1.2,0.07,-1.2,-1.2
1493,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,32,1989,22.4,0,8,0,0.0,0.36,0.0,0.0,,19.1,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6
1494,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,25,1996,31.1,0,12,2,16.7,0.39,0.06,0.0,0.0,12.8,0.0,0,0,1.0,1.0,0.08,-1.0,-1.0
1495,Rafael Leão,pt POR,"FW,MF",Milan,it Serie A,23,1999,26.9,15,92,29,31.5,3.42,1.08,0.16,0.52,17.9,0.0,0,0,10.8,10.8,0.12,4.2,4.2
1496,Paolo Lebas,pt POR,MF,Ajaccio,fr Ligue 1,19,2003,0.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1497,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36,1985,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1498,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31,1991,10.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1499,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31,1991,19.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1500,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29,1993,34.0,0,1,0,0.0,0.03,0.0,0.0,,11.2,0.0,0,0,0.0,0.0,0.05,0.0,0.0
1501,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29,1993,30.7,5,43,13,30.2,1.4,0.42,0.12,0.38,23.8,2.0,0,0,2.1,2.1,0.05,2.9,2.9
1502,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,23,1999,25.0,0,12,0,0.0,0.48,0.0,0.0,,14.8,0.0,0,0,0.8,0.8,0.07,-0.8,-0.8
1503,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24,1998,7.4,0,2,1,50.0,0.27,0.14,0.0,0.0,19.1,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2
1504,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31,1991,28.5,4,41,14,34.1,1.44,0.49,0.1,0.29,28.0,18.0,0,0,2.8,2.8,0.07,1.2,1.2
1505,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29,1993,14.7,0,9,1,11.1,0.61,0.07,0.0,0.0,26.7,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2
1506,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,26,1995,13.9,1,13,6,46.2,0.93,0.43,0.08,0.17,21.1,0.0,0,0,0.9,0.9,0.07,0.1,0.1
1507,Félix Lemaréchal,ci CIV,MF,Brest,fr Ligue 1,18,2003,3.2,0,2,0,0.0,0.62,0.0,0.0,,22.6,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1508,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,18,2003,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1509,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,28,1993,14.4,0,9,2,22.2,0.62,0.14,0.0,0.0,27.4,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
1510,Mario Lemina,ga GAB,"MF,DF",Nice,fr Ligue 1,28,1993,9.3,0,6,3,50.0,0.64,0.32,0.0,0.0,20.1,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
1511,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,20,2002,1.5,0,2,0,0.0,1.36,0.0,0.0,,12.6,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
1512,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27,1995,22.4,0,13,2,15.4,0.58,0.09,0.0,0.0,15.5,0.0,0,0,1.0,1.0,0.07,-1.0,-1.0
1513,Bernd Leno,de GER,GK,Fulham,eng Premier League,30,1992,36.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1514,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,27,1994,14.3,0,12,2,16.7,0.84,0.14,0.0,0.0,23.4,1.0,0,0,0.6,0.6,0.05,-0.6,-0.6
1515,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,29,1992,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1516,Sergio León,es ESP,FW,Valladolid,es La Liga,33,1989,14.8,6,26,15,57.7,1.75,1.01,0.19,0.33,16.3,0.0,1,2,3.9,2.3,0.09,2.1,2.7
1517,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,19,2002,21.5,1,19,1,5.3,0.88,0.05,0.05,1.0,23.8,0.0,0,0,0.9,0.9,0.05,0.1,0.1
